username,tweet_processed,target
heykim,@MRS_d0t I know! aint it GRAND? ,0
activistchica,"@Future_BrandNu i don't do it officially..it has been word of mouth, but i should look into starting. hehe  would be fun.",0
britty_d,"@britty_d and spelling only has 2 &quot;l&quot;s haha, you're killing me ",0
SWEETHANG757,@tdubb757 yall tear that shit down.. ,0
Stephdeeoh,@kristineeeNFS i wana sing with you. ,0
bepa_,Out with my boys once again ,0
turkeyjerky,@ThatAnnaGirl Promise me you'll eat the other half of that slice in 9 days for my birthday  ,0
DunbarNationals,We made it through prelims and are going straight to finals!!  only 3 of 50 teams get to slip semi finals!,0
vyzion360,@Marijuana_News @thesselonious @simplypimpin @knotby9 @Drizzle772 @BishImmaStar @GenderQ  &amp; show some love! ,0
PAPIILOCO,who wanna bring me some pinkberrys ,0
lindseygrip,"remembers the day that you started this, when she made the shape of your heart with her hands. ",0
karynkelbaugh,i am sooo ready for photo friday @amberbishop thousands to choose from. ,0
wengster,Sigur R�s Recording New LP  - http://bit.ly/G6LY9,0
ekivemark,@MeredithGould  Thanks for the compliment. I will remember to pin back my ears for the next photo.... ,0
cggarcia,"@JonathanRKnight Hello handsome, what are you up to today?  XOXOXO Muahh",0
Medicci,@tomofromearth It was cool that you came to chat with us.  LOL The video was funny. Night and sweet dreams. Reanna,0
astroxzombie,Finally gets to see fucking air-rick! ,0
mznenebytch,good night twitterworld;hasta luego ,0
tshirtmaker,@_Brandee we do screenprinting. the best in the country. WOuld love to bring you on ,0
carlee_anne,@iamdavidcook i'd like to see a picture of that! ,0
imarielle,@Ashley_Dough YAY someone else who knows the real name for sphygmomonanometers  I like playing with them too even when it was my job lol,0
Bulletplug,@phunybuny thats awesome  least you knew some people there!,0
chhlcmay,http://twitpic.com/65x7l - The Mega Double Stuffed Oreo! ahhhh ,0
All_About_Giana,@DanHorn Lol I know! Why you think I posted!  everyone lies @ times but hell try to be creative and somewhat believable,0
TheBigfella,"@ShellyKramer Getting better here - climbing out from under a head ache on a night off, but the T-verse is helping me with it! ",0
BrandonJermaine,@kdiggity76 2GB should be stardard these days! You can't drive a BMW without premium gas! ,0
MissJournalism,"...now that I'm done arguing with SERVONTAY &quot;TAY BEAR&quot; MOORE (aka @TayGotTheJuice), I'm on the Golden Train. G'nite ",0
Jeysey,"okies 1400 down, over half way ",0
ChristiRamirez,@kalaluv Thank you  Night!,0
myynameisJOSH,Happy bday tiara ,0
YogiSAFC,In bedddd. Wifi is awesome lol ,0
sissyzone,Don't  forget to join My Cum Eaters Twibe.  It's just for cream pie eaters and cum slurpers.   via http://twib.es/7V1,0
Qeabs,"currently at the hospital, visiting my new born cousin! ",0
GodzillaBird,@Tikidoll Already on it.  ,0
DaPreacher3,I got to see and talk to my host family tonight!  good night...oh and i saw a fox at the park.,0
Marcopolobeats,@BlairMonet thank you ,0
starsmilee,"FLY WICT ME!-JB  ,, love love",0
rocky1490,"finally, done with workout, my arms are now sore ",0
candice6193,@LikaInoUhane Way to make me feel rude Lisa. ,0
happylovesChuck,@marecollantes join the For the LOVE of CHUCK - Philippines group in facebook! ,0
damnpenguins,@cecycorrea @chadengle @robertbanh   I'll second that motion!,0
raeraesunshine,@hellobejoy yay! Just one more day! ,0
DADiaperBank,@babydaysexpo Ummmmm.... LOVE IT!!  I'll DM you my email address so we can communicate further in more than 140 chars. ,0
leeshengee,@lootwagon i promise not to tell.. ,0
mitziyue,Just got SUPER EXCITED about Disneyland!! Lovelovelove ,0
GiGGLESx912,Feeling better. Thank goodness ,0
alexstpierre,awsome band concert ,0
DixonTam,@Kimli I'm thinking minimum 4th level. ,0
dianalperez,@dannygokey Yay! ,0
rubyred592,Got my purse i lost! still doing biology trying to get those grades up ,0
poohsuke,@whicker My day was okay and busy as usual ,0
chungyen,Testing Threeter  More info at http://threeter.devv.com,0
ashalaine,It was a dark and stormy night...  love it!,0
_kim_j_,http://twitpic.com/65xby - awwww.i miss my dance girls  why am i so short?!? haha.,0
kmcconlogue,Is full of frys and a shake. ,0
JamesMorasco,@l4cey have a drink for me ,0
JodiAceVA,@giftsforblokes thanks for the  ,0
Ali_Oldenettel,Drinking on the lake with the Peacock boys and Perdue boys.. waaatch out!  Life is good.,0
meriget,Ok for real this time...goodnight all! ,0
ono14991,@MariahCarey Just watched some clips you performed in Turkey. Your voice was really on point and you looked happy up there ,0
vanmarchetti,@tommcfly hope you didn't breake your toe. ,0
JustinSays,Saimin and rainy days go great together ,0
Mrolfsen,"I am regretting the intensity of this morning's gym excursion... need some advil, a masseuse &amp; some Dove dark chocolate ",0
CheyanneBrae,Love this trac...i'll be dancing for the next 3 min! @pixielott is just awesome  ? http://blip.fm/~78jv3,0
janaylovesyou,"@stephjonesmusic ooh do i sense a crush? We all know its u.And its ok to announce it to the world, u two wuld be a CUTE couple, jus sayin ",0
nix0612,got my ears stretched to a 0 todayy. OUCH! and finally got my new phonee ,0
KaitlynMurphy,beach tomorrow.. yahhh ,0
KitCameo,"My sister was supposed to trade me for this hair clip but she flaked, so I put it on @Etsy  http://tinyurl.com/mpmn5j",0
ConstanzaEliana,Bed time. Tomorrow will be a tough day for sure but I will pray extra hard so that it doesn't get to me too much ,0
DJLadyJade,Bout to lay it down. Gotta get some rest playin in a kickball tournament 2morrow at Battlefield Park! Wish me luck I'm a captain ,0
laraology,@shiki00014 ate ri your so lucky! ,0
QueenCDJ,@hollyrpeete http://bit.ly/wXDFk See my pic @ www.thesuperfamily13.blogspot.com 2 c why I need it 2 ,0
nirrimi,just made a sweeeet mix cd and am singing aloud and throwing my hair about + dancing around the house ,0
thraveboy,"@lmcnelly if this was my first feature, i would have been screwed. lol. i might have been screwed even if i was my second.  ",0
STARthVader,Crashing on the couch again. Story of my life ,0
ex_libris,@bloodandmilk Post re uterus v moving-passe ref to sachs(moyo)easterly notwithstanding-It was yr T about underwear that was incoherent ,0
savor,"@_spell But is that how Chewy spells his name, Chewy?  (Ha. My own question made me laugh.)",0
silpol,"facebook ??????, ???  re: http://ff.im/3mbMk",0
exoticaleila,@khalil8 pants n tube top to go out hells no...lol im always wearing mini dresses n skirts ,0
YoBemis,Put your hair in your eyes. ,0
PastorAlexander,Having an old school flashback. Listening to Anita Baker - Angel; Commodores - Zoom; Sade - Is it a Crime; memories. I'll be alright   ...,0
Danielaggg,@AshleyMichele07 That would be Awesome!! with luck with that!! &lt;33 u have my support ,0
adam9344,@SunnyBuns  Glad you're excited about the update! It probably will be out around next Monday or Tuesday assuming Apple approves it.,0
Dreamm,@whu LOL! That's Good!!! I'm eating leftovers! Chillin about to watch a movie! Thanks for the Chaka today!!! ,0
KrisWilliams81,@AKathBilsky lol was totally kidding! ggeezzz  guess your not used to my humor yet?,0
PinkRocket,@Vegasluva I did that Yoda one just for you.  ,0
FakerGigi,"@FakerParis http://twitpic.com/65wy4 - Kristen, your hair ROCKS in this photo!! ",0
kateypsencik,Grease 2 sucks hardcore. Last day tomorrow.  bedddd.,0
ShaynaIsDeadly,Marrying @skyeeeee because our uncles aren't related. THANKS MAURY!!! ,0
MsAllyn,@blessedone337   Blame  Jillian  Micheals  haha.  I'm Ok nothing a  good nights rest won't work out..  ,0
mm39,THANK YOU to all my followers!!!!!!!!!   you make my day!!  ,0
moth,"@emilgh we still have a desk for you anytime. and apparently, today, a Camaro. ",0
hedleylove_,grand forks tommorrow morning ,0
abcdino,is tired of stuff. working 12-4 then out with sammy ,0
SarcasticLeaves,@SecretLifeFAN22 It's okay.  We just had a huge thunderstorm! It was amazing!,0
hsvo,my transparency is equaled only by my inability to hide my feelings.  warm-faced &amp; happy 'cause GED triumphed again!,0
NicE33,@adnedeve  I never delete my fb messages I'll forward it to you .. check your fb ,0
livejezz,its Friday!!! ,0
evelynverdantia,"@chef69 yum, i'm half greek so i love anything mediterranean/exotic ",0
mlbarnes2009,"@tonfue I agree- the &quot;status&quot; thing is whack..... Seriously.. who gives a shit??? Like I said, I am about free if it's legal! ",0
lemmyxuz,just can't resist singing Whitney's classic songs  lol,0
maxkiesler,@windwardskies Thanks for the advise and images! ,0
iAdoreJonas,Jonas Brothers live chat was awsome! ,0
mandaa_boo,with my lovee  play fighting ha ha. ah i love him.,0
Broken_x3,Yay!! I can't believe I'm talking to Him!! he is so amazing &lt;3 Listening to: Hear me Now-Framing Hanley ,0
jillschills,is now a psych major! woohoo! ,0
esmeg,"@StarTrekFanClub nothing special, this will work I'm an adamant spammer hater, but you're now safe. Plus, I will now follow you! A bonus! ",0
heartonfirepjr,"thou shalt laugh was great! after a long day at work, a good laugh is just what i needed. ",0
ankurmoulik,I'm on Facebook.Search as Ankur Moulik and add me ! ,0
ellysphotograph,catching up on some more work while I can before I got to winston for the weekend for another wedding and a couple shoots. ,0
AEcanSK8,@PhliWiddaPencil that is so cute fuck face ,0
MarissaFarrow,@JamesMurphy LOL James you are silly... It was funny..  what kinda car was it?,0
rayz4j,Just chillin... got home yesterday from visiting my Dad in TN... what an awesome time.  Who said Rednecks don't know how to have fun... ,0
bvlgarigirl09,@EzaChocolate thanks babe ,0
aaronabber,@barbararae @charliemc1 Thanks for the compliments about my blog http://fulltiltblogging.com ,0
Trishayy,@davidlongshot i don't know a lot of people. you make no sense. ,0
djginsberg,@ChefVanda: Here R my acoustic &amp; vocal versions of songs of Rabboni -- http://DJGinsberg.com/CoverSongs.aspx -- More to come!!! ,0
shemightbedead,"My favorites: Black Keys, Fly With Me, Before The Storm, Don't Speak and Turn Right &gt;:] Can't wait for the album!! June 16th! ",0
HowlinHounds,@ItsTandE Good one!  ,0
singlemom75,"@coyotetoo Aw, shucks, Yote...yer makin' me blush! ",0
darrenhicks,Goodnight Twitter. I have twang my last twit twill twomorrow. I thought I saw a twutty cat... I'm twit twired so...Gwoodnight. Smiles... ,0
bigcitydreamsxx,Nose jobs and piercing your own belly buttons at fifteen. Gotta love stupid people. ,0
j311stp,@Christy0612 oh and to listen to it during the long drive to SoCal this weekend ,0
DHAT_DAMN_BRiTT,--JUSS DYED MY HAiR RED..iM GOiN 4 THE SEXY SEDUCTiVE LOOK THiS SUMMER..PiCS CUMN SOON ,0
pnktaco,@FUCKMETONYPOLO i really like your profile pic ,0
Tree_i,@ivansharris Oh lord.. here we go .. its all about the LAKERS baby!! and im glad u have good taste in ur choice of FOOTBALL TEAM  &lt;3,0
thraveboy,@lmcnelly some might say i was screwed anyway.  ,0
maynaseric,@drmani ... when I shifted my focus from the problems of CHD to seeking SOLUTIONS! Result: 47 operations! &lt;-- Kudos to you DrMani  Respect,0
iMAGine90,@TEYANATAYLOR luvin 'complicated'...can't wait 4 the album to drop!!! ,0
manchic,goin OUT ,0
gdruckman,@thisisnotapril he sure is ,0
LibbyLongneck,Bubble bath!    Why is it soo damn hard to get everything approved and figured out to take a trip up to a friend's house?,0
jaho22,At Barnicles looking at the game....Go Cavaliers ,0
TJthetechie,woooooo...rice krispities. Bought new heels for Moscars today. And I'm tryin' to figure out what dress I'm gonna wear! ,0
sabriromero,@tommcfly Hi from Ecuador! hey... i think you CAN doodle with blue ink... but definitely better with black.. love your so called doodles! ,0
Turkinolith,7:30pm to 11:50pm on the phone with Shannon and I'm not at all tired.  At least its friday ,0
dieharddinorawr,Tomorrow is just going to be awesome to the extreme. Seeing Tyler then UP with Mira!  I can't wait!!,0
rita_louise,"@Partly_Cloudi oh darn, too late. Your man was on all in a white suit looking good ",0
ChrisHangsleben,"@TechBabe good.  Now if they can put up with all the crap I tweet, we should get along just fine. ",0
FilmBunny13,@iamdiddy you are awesome  thanks.,0
MelissaHeckman,"Taken for granted, completely enchanted by you.  ",0
holidaycarclub,"Cairns - Mitsubishi - Express - 1990 - $4,900  - new ad received and will be posted on the HCC site soon ",0
giannaluvs2smyl,"fave part of 2day= dancing to &quot;fun,fun,fun&quot; and &quot;anthem&quot; for dance team clinic! &amp; least part= nervous for 2mrw's tryouts!!  cant wait tho!",0
Pornstarlover,@TaraLynnFoxx full of protein too! ,0
ayooalex,Talee i just ran on the treadmills at STC you should have joined me and kristin ,0
LBCIslander,"@calblack  Oh no...  HA!  I'm totally ready for anything you throw out there... (covering up eyes, as I type)!  ",0
crazyvy,@piticat dont cry......be happy! ,0
jencummins16,@DHughesy @rove1974  A snuggie!!! I found it in bentliegh for $17.95. It's a week late but I found it.  http://twitpic.com/65xgk,0
IkewilI,talling to my peep A.R what an awesome guy friend ,0
MissPassion,@mrgenius23 Lmfao hah. It's a big state ,0
Bugwump,@sarahtolson PF Changs without me. ,0
COMMONWEALTHFAM,gR says:@Miss412 yes ma'am I did ,0
Madisoon,"Even though im sitting by my computer , this is just funner .  im lame .",0
littlemisskrina,kiss the girl (the one with kris allen. addict.) ,0
klovering,@martigold ahhh doesn't bother me... it means my stuff is actually being used ,0
mynxdmeanor,@dottiebobottie @abbyladybug YES! That would be awesome. ,0
DrummingDrew,@nathaliecuestas haha yeah i should be studying and hard but um... Yeah. lol mckenzie was upset with me but its all good now ,0
MissMeggyDee,@patriciaco Oh..Ok.  I guess I'll read it first then.  Thanks!,0
donziebright,"I am not sure if the Cleveland CAVS will go all the way but, the important lesson here is....It's not over until it's over. ",0
alyanna_swim,@KrisAllenmusic visit here ,0
scottkjohnson,@Diabeticizme Hehe! My crazy mind (with diabetes) sometimes. I figured it would be better than cussing... ,0
BriannnaR,- PLUS fair ground plans with 7 or more people. The more the merrier! ,0
mandasmash,"@duskyp LMAO, Nice!!! So I added one too ",0
amberBADbxtch,@youngcardi i swear to GOD  -idnt believe in premarital sex .,0
oOBuBBLeZOo,"@iluvcubicles, I am feeling better but wish you could be able to pass out here. I love you, sweetheart. ",0
xSugarHIGH,chelsea lately then (bed] day with thee sister tomorrow! ,0
boldgirlslose,misses his girlfriend lots. macbook and cuddlez tomorrow ,0
WSCreations,@DanTanner You'll leave us with that impression and then down a pint of Haagen Das.... ,0
pianomancjm,@alainamshelton making door decs....seriously??!!!  Did you have your swimming parent meeting yet??!!! Did it go well?,0
AKPhotography,"one of my friends told me today that tanning was like a 10 minute vacation in a bed....LOL....SOOO bad for you, but so relaxing ",0
itsandresantos,I'm goin' to the bed xD See you tomorro! ,0
tayloryungman,@JessicaAbrego well it makes me HATE them even moreee haha i ove how we are so maen to eachother  loveeeyy you,0
kguru,What is Design? have a look on this http://tinyurl.com/pnd9jr ... my fav is &quot;Design is destiny in...&quot; I agree... cool  ,0
Chrissyisms,@whiskeyrose7 night night sweet dreamz ,0
Fernandiitah,go to tomorrow school  I have dissertation in history about &quot; the colonia&quot;,0
iammisterwright,Lol someones bringing me wings I got lucky  @gumby33,0
_shanika_,@jamesofctpmag just cheese would be wonderful ,0
Semi_Sweet,@Amber2686 oh alright then I get it now!  lol,0
PizaSeven,Old enough friend to be someone I know? ,0
justinecashew,"@AshleeNino i feel like @theninjabear needs to make a whole new bracelet with just the picture of his stache, i'll suggest it to them. ",0
BurgerBradshaw,@_GREGATRON i agree! ,0
hozae,rain during graduation would have been dope...  would have been even better on top of the ridiculous stores me &amp; @tokyochaos were having,0
brittanicaitlin,had a perty good day... went to 2 graduations... they were both fun! &amp; tomorrow is gonna be great! text me! goodnight people! ,0
michelle_0687,Drinking some wine and reminiscing about good times ,0
alanspellcaster,"Ok , night!!! See you tomorrow guys ",0
SarahJean19,@sk6ers on vinyl! sweeeeeet! thats exciting! ,0
AxDAJR,"Supposed to b sleeping but im jst listenin to mah music  &amp; asher paul roth &lt;3 gotta love him! he's too cute! aha, and so is d.c! oh bby !!",0
sandritaaaaa,Pancakes and bacon....finally!!!! So bad but delicious   ,0
j_moo,@iWalkByFaith open your door a bit and it'll fly out ,0
AmberAusten,Mathematical proof that girls are evil: http://is.gd/IlTi  Boy Im gonna get it on this one.  (via @deucehartley) worth repeating,0
bwfearn,watching spongebob with my 4 year old nephew ,0
kaaarla,"@adrianaclayton its okay, im just really stressed. tomorrow night will get me better ",0
carolwhatever,"@JBMovies Thanks so much for the advice JB, I will think of something ",0
twisted4ddub,"@saxy15 nope, but I will be on the next one ",0
Ellsielala,@grossdale So glad Lose Myself Tonight is released to the masses now- it's been a favourite among my group of friends ,0
kristinacarmina,taking my measurements. 2 weeks from now i'm modeling a dress made out of magazines. Modeling my ideal career. ,0
jaredhaha,@Forever_Yours13 come on babe!! ,0
Nicole10982,Relaxn and writin sum new tunes ,0
Dopplertom,"@hannahmz @addyx21 Thanks guys, Love ya ",0
dpetersen08,Is doing homework and tomorrow night going to the D backs game Woot Woot. Im going to apply at the little gym tomorrow  wish me luck!,0
FrankVarela,i am completely in love with Sun Glass Hut and their new picture taking thing in their store. ,0
sarah2love,@Kyleepps yes! other people watch the spelling bee too! i knew it ,0
courtneyyy3,im so tired. im going to the zoo in the morning! i havent been there in years! ,0
StarRiah,"@tommcfly  Tom,We here in Rio are Crasy waiting you and the dudes,will be amazing. Thanks for your great job  love u",0
itriozzi,@CarlinaXavier why do you have so many followers ?? ,0
EmmaPetaMary,lauras lame and she is annoying me at school.  surprised the education department hasn't blocked twitter yet.,0
educatedlady,@30SECONDSTOMARS I think you guys have lost it. Fun to watch though. ,0
sannebrown,Home from walmart with the girls. Had a fun night out with some of my air force friends  hope you night was at great,0
LetiPoynter,@littlenaDdi I don't =(. Tom's mom count?? haha 'cuz I got a reply from her ,0
dubbz1,"Fixed my HIDs so they are no longer blowing fuses, all it took was some electrical tape and I got them alligned correctly...finally.  ",0
FunkinPretty,@iamdiddy go LIVE!! i am bored &amp; want to see some diddy!! ,0
starstruckboy27,thinks im going to plan a pool party tomorrow  hit me up if you want to go.,0
Franziaa,cleveland is not giving up without a fight. YEAH CAVS!!! ,0
AnnTudor,haha @Diordan I meant i'm going to bed for the night...def not going out. But thanks anyway  @all I have 1000... ? http://blip.fm/~78k0e,0
hdoubleu,"Was following @TheEllenShow &amp; realized we make the same mistake--&quot;...want ya'll to be healthy.&quot; Apparently its y'all not ya'll, y'all ",0
jerredlocke,@nickonken spells becuase as two words! unique space positioning ,0
beautifultwo,@nerdbox  I &lt;3 your new pic Wifey!! Your too cute! ,0
creativedivas,@JayMcGraw You'll be come a twitter pro in no time! Save some cookies for us! ,0
mz_kellyy,i need to go to america. like really soon ,0
NatyCarder,@erickthegreat it really was yummy ,0
roxybella143,@RyanStar Good luck and don't make Artie drive since it is his birthday! ,0
NKANGEL74,I can't seem to keep my eyes open much longer so I'm gonna sign off now... talk to you all tomorrow! Good Knight ,0
TheCigarSpy,@brianhewitt me  when is urs? mines the 30th,0
bah10,Its interesting how one person can make me smile so much and not even know it...   ,0
christiineto,Schindler's List with my parents. Thanks virginia ,0
jaronmc,Finally got the Maple Syrup  Now I can eat my breakfast / lunch / afternoon snack,0
janinehrtsnkotb,"@sheBAKES good luck! i hope you &amp; pack rock the joint  sister, don't be mad...",0
vintagelace,@chelseydee names are hard. I think the skull's name would be Henry. sort of reminds me of the dark times in british royal history ,0
DramaticLegs,wow i have the best friends in the world .. def .. cam over &amp; helped me clean my room &amp; kitchen!! ,0
fabiojose80,"If you have five dollars and   has five dollars,  has more money than you. ",0
TheeBaby,Home with the Bro... Ehhh Manana Mall with Amanda &lt;3! &amp; Thenn hmmmm Put the drinks upp ,0
Jesslynne,"@Ithilwen No, actually the 16-needle pleater isn't bad at all.. not cheap, but not bad ;) thought I would reply while I was on here! ",0
dpandre7,terminator = totally adequate but only just adequate ,0
damiansisk,just found the BEST website ever. i think it can answer ALL of my questions ,0
taraw07,Oh yay! Just banked 50 dollars thanks to my dad  now to put into Facetime funds or buy drinks? LoL,0
JoselleLuvsU2,@jeromedavid That's a benefit to being a woman.  I LOVE my fun socks! ,0
encm117,Movie time with my baby ,0
redrobinrockn,"@JaxLicurse U earned it sweetie, U R so real &amp; kind 2 every1 here, always make my day! Big hugs! ",0
Dragontamerno3,http://twitpic.com/65xl0 - Cap'n and I are playing Uno again. ,0
iloveteri,ahh soo effinn boredd. twitter is differentt. lol ,0
dancer_girl18,@jimmyrobinson07 thanks ,0
misscole74,@Shay98 thanks for putting up with my a.m. idiocy!!! ,0
michaelbaylosis,Going out at 1:30! Yay! Why am I so happy about this? I haven't been out in years ,0
Ambertini9291,Micheal bubblea is freaking amazing    *Ambertini*,0
trancehunter,@joshmachine business class ! hmm ... personal bartender  hope you took advantage..,0
Rosaly88,prepare the BBQ for this evening with my family. this will be fun ,0
caitlinduhhh,@katfishh tje great gatsby is probably my favorite book ever ,0
talentlesstwit,Gonna watch some TV - I'm out maynee ,0
labradoodles,hey @thedogsdish - did you know you're shown on Mashable participating in woof wednesday?  http://is.gd/II2u,0
CptCswife,@YingPerrett Son : Mummy you always have the final say. Me : Get used to it ,0
mareeclo,@yikes77 Hey you ,0
nessanicole,@ddlovato http://twitpic.com/65r98 - wow....this is stunning!!!!!!!! i love you demi....my idol! ,0
jennifersterger,@kaylejv --That's bc you don't have any friends to play with yet. Start following and be followed.  I heard u were in a boyband??,0
weeeitsjasmine,"Brandi's a habitual liar. I do not have 3 nipples on the back of my head. Correction: it's your pride, dignity, and character. PWNED! ",0
vzmoda35,@JuliaPlease LOL very cute  He wants to be like you thinking it's a pillow. He'll get used to it.,0
_crystal__,"yeeeaaaa,  @rosspw &lt;------ my 200th follower.....WOW, I feel pretty special  ",0
BackstreetBB21,Matt Nathanson is my life! And my life will be complete tomorrow at 1 ,0
samanthaisawzrd,@WillYUMMM haha yeahh! william lam knows what he's talking about! ,0
LaurenCreppage,tyra show ,0
lizponce,@whatabout_ken Goodnight Ken! Sweet dreams of  ,0
jeangwang,"@ajt2 Copy paste, copy paste. Ugh. I'll be up when you get back if you don't crash. I'm shopping w/my favorite Polack tomorrow. ",0
christiecbishop,Nothing like some warm soup and a Valium to put me to sleep. Ahhh...finally time for sleep and a brand new day tomorrow. ,0
Marzozzy123,Just got back from visiting the gophster. We need to do that more often! ,0
Ashleylebron,@MrsPinkyIvory your dress was very pink  lol..don't be surprised when all these pink jockers wearin that same dress on their myspace lol,0
helloiamgrel,Photo: iwantchocolate: jajajajajajaj  lo maximo. I just want to say chill the fuck out! Ya seguire... http://tumblr.com/xql1w9m8z,0
lasic,@cpaterso any Indochina/Ho Chi Ming materials to share? It is exactly what we are talking in class right now  Thanks!,0
aNorthernSoul,@newmanzoo @ckcyn Remind me to face paint each of you if I ever see you. ,0
activistchica,@Future_BrandNu i'll be there! ,0
TeeniTina213,Going to bed since I'm exhausted. Waking up at 8 is not fun. No work tomorrow...which is also not fun either. Too boring. LOL  Goodnight!,0
mandini,@aussiejoy stop twittering! Im trying to sleep. :p miss you friend! ,0
Nick_Wernsing,@Kristiekastl @brianwilliamson cant u guys just flirt on the phone lol you dont have to share it with everyone  -Nick,0
rowduh,is happy with her paycheck.  (thank you lord)   http://plurk.com/p/wwtot,0
markvanbaale,"@christyku Yes indeed. Even if she would not have won, she represented Olathe very well. ",0
MJ_LOVER,Hopin' To Meet Some New Friends  On Here ,0
Semi_Sweet,I like guys that cute off the top of people's heads with their finger and take their powers.  lol,0
ThorXD,"@Sofirawr hey Sofi, it's Torrie ",0
18percentgrey,"@MsLiberty and that wasn't intentionally redundant, this tea is distractingly amazing. ",0
coltonjames,Life is oh so good on this ranch ,0
simplyshannon,@TwistedMacSista Shut up...and good night.  *smooches*,0
Chanktastic,I think @TrapperJohn_MD is secretly a fan of my keen observation of the old ladys pink makeup in the 4th qtr  ,0
jjblue5,@lepiki it was noticed for sure.  ,0
RobinMGreen,@JonathanRKnight It seems like a lot of people are going to bed.  Now would be a perfect time to tweet ,0
hafie_oasis,Happy 42nd Birthday Noel Gallagher(a.k.a The Chief/General Dread)!!! ,0
woahitsamani,@SicknastyLaura i will later  check your texts hahahaha.,0
SylvieDog,@BabyPatches oh my dog...I just finished chewing my bully stick pretzel. It took 2 1/2 hours! Mugsy took 45 min.  http://bit.ly/19evut,0
Anaerin,"@essyfan Okay, I got it following pathlocks now too. ",0
mvchrissy,@kellymccausey that's a beautiful new look for sure ,0
christywild,@ThatKevinSmith good luck on your new movie...hope it's as much fun as your other ones have been for me- definite fan of Eliza in latex ,0
janineshepherd,@MaAnnaS A big hello to you MaAnna! Hope your day is glorious! ,0
dcmetrogirl,"@Streyeder Yessss I'm glad someone else shares my animosity toward this woman.  We seem to get along pretty well, don't we?",0
sursubra,got the message from business that they are happy now with the delivery ,0
sandwiched,@GinaLaGuardia Hang in there! ,0
etdragon,Epic podcast is posting early tomorrow morning (well early for me 9am).  It's almost 2 hours long and has a great interview in the middle ,0
art_is_hard,@StacyLDupree I absolutely love your display photo- you are gorgeous and so very talented as well. Eisley should come back to Canada  xo,0
shayd00d,with Falon. ,0
jeditwit,"ok so I am drunk, so sue me.. fuck you I don't care, you got a problem with it??!? of course you don't... no one cares. I'm full of it ",0
joymanait,justin is being a poo cuz i tweet ,0
Miss_Fun_Size,Headin' To Da' Boro!! Enuff Said!! ,0
Teressa_C,"@MsKwiKSanD lolol I knowww.. Basic cable suited me just fine, I just upgraded ",0
tejasjulia,"@JetGibbs OH! well, yeah. They get loud.  happy loud, which I can deal with. It's angry loud that sets me to calling security.",0
ElVox,"@snipeyhead just ignore IE, as long as it works on FF and Safari, the rest can go to Redmont ",0
MikeFoden,A couple of Tsingtao Beer and a few bowls of meat + rice and I am very full. ,0
stephsmilesx3,"@thelmarockz wheres it gonna be at?!  OMG,i wanna see yu with yer dress ",0
rampantheart,@siyab Good luck! ,0
nataleep,have a great weekend everyone ,0
padmekenobi,"Lee and Kara are fighting over his TOWEL. This is EPIC, man. ",0
hispwincess,Off to bed! I'm sooooooo sleepy! :/ ugh I'm glad we talked things threw. ,0
kellylou59,@jimmywayne the concertonight was amazing.  thanks for reading my shirt!,0
aandreamichelle,"submitted my housing application! hopefully it goes through and on sept 20th, lora and i will be roomates at mesa court ",0
briannavixen,Walking around the house in my new moccasins  Weeee!,0
jawbreakerchyck,Getting excited about writing group.  Walked two miles on the treadmill.  flossing and mouthwashing.  It's fun taking care of myself ,0
Billy_Sea,@rossdurand Careful Ross....it is addictive ,0
rissastory,hi everyone  sorry i've just update now . i had so many homeworks and exams . and that those things made me crazy :|,0
eltah,@StePhCrazaii  Thanx you too.... I seen you cuz we both watchin Coach Carter so i guess we got sumn in common lol,0
sammysaur,he's my new kitty  lol,0
Gina789,working at Ashbridge's Bay for the weekend.. and for the rest of the summers weekends as well!! ,0
mynameistomi,The New Moon trailer debuts on Sunday! What a great birthday gift! ,0
MiaCucina,@JRCohen Crazy boat to say the least. How is CG tonight? ,0
queenbmakeup,"@TweetyDeee lmaoooooo.. girl I've been doing this since I was 17, Imma be 30 this year. I taught myself ",0
ascigan,miss you ,0
Ihwan,I love conversation threading in GMail ,0
China_Chuchay,@taylorswift13 http://twitpic.com/62su1 - Wow!! It's so beautiful.. I wish I can go there someday ,0
caitlintimney,actually doing some goood studying ,0
dshadowwolf,@GreatDismal I actually don't feel right without my 'butt-brick' - so give up the holy war already ,0
msbojangles69,Hope everyone is having a wonderful evening ,0
lpants,&quot;Do u have any bigger clothes or do u only shop at baby gap&quot; hahaha. This movie is awesome!.. So many quotes!! ,0
br0k3ngirl,and check my blog all. its kind of lame.  darkfatherihavesinned.wordpress.com ,0
danBakovic,http://twitpic.com/65xb6 - isn't my baby SOOOO BEAUTIFUL??? ,0
fashionshelf,"@FashionEthic you'll have to excuse my Australian-ism  Garment rack collapsed, but all is ok!",0
BrandonJCarroll,@mrskutcher thank you - there are always two sides to a story...she is such a sweat woman ,0
MelissaMcClure,"In awe, wishing I could dance ",0
JonahStahl,"OHHMYEFFINGGODD!! NeverShoutNever, Boys Like Girls, and The Ready Set, all at The Chameleon on June 20th  That Just Made My Day/Night ",0
kariquaas,@davidhoang I love Rice 'n' Spice.  Great food.  Nice owner. ,0
rodzep,There was this yellow lady bug flying inside my room today... But she messed with me and I killed it! Hehehe.. ,0
